ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001835858-20-000001	YES	101	0001835858	Litani Endless West LLC	2125 LAKE AVENUE		MIAMI BEACH	FL	FLORIDA	33140	6304144816	DELAWARE							Limited Liability Company		withinFiveYears	2020
0000950142-20-002756	YES	101	0001832016	NMS Fund IV, LP	32 OLD SLIP	SUITE 32D	NEW YORK	NY	NEW YORK	10005	212-422-7099	DELAWARE							Limited Partnership		withinFiveYears	2020
0001833347-20-000001	YES	101	0001833347	CGI Hotels IP LLC	801 BRICKELL AVENUE, SUITE 1970		MIAMI	FL	FLORIDA	33131	786-581-4800	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001574457-20-000001	YES	101	0001574457	Heard Opportunity Fund LLC	1 NORTH WACKER DRIVE	SUITE 3650	CHICAGO	IL	ILLINOIS	60606	(312) 786-5212	DELAWARE	Praetorian Opportunity Fund LLC						Limited Liability Company		overFiveYears	
0000737875-20-000020	YES	101	0000737875	FIRST KEYSTONE CORP	111 WEST FRONT STREET		BERWICK	PA	PENNSYLVANIA	18603	570-752-3671 X 1150	PENNSYLVANIA							Corporation		overFiveYears	
0001831459-20-000002	YES	101	0001831454	K2 Apollo Credit Fund Ltd.	Walkers Corporate Limited	Cayman Corporate Centre, 27 Hospital Rd	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9008	345-814-7600	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2016
0001835305-20-000001	YES	101	0001835305	ISQ GIF III Co-Investment Fund (B), L.P.	600 BRICKELL AVENUE		MIAMI	FL	FLORIDA	33131	786-693-5700	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2020
0000950142-20-002755	YES	101	0001784046	General Atlantic (MH) Coinvest B, L.P.	C/O GENERAL ATLANTIC SERVICE COMPANY, LP	55 EAST 52ND STREET, 33RD FLOOR	NEW YORK	NY	NEW YORK	10055	(212) 715-4000	DELAWARE							Limited Partnership		withinFiveYears	2019
0000950142-20-002754	YES	101	0001784045	General Atlantic (MH) Coinvest A, L.P.	C/O GENERAL ATLANTIC SERVICE COMPANY, LP	55 EAST 52ND STREET, 33RD FLOOR	NEW YORK	NY	NEW YORK	10055	(212) 715-4000	DELAWARE							Limited Partnership		withinFiveYears	2019
0001796009-20-000003	YES	101	0001831462	K2 Pyxis Fund Ltd.	Walkers Corporate Limited	Cayman Corporate Centre, 27 Hospital Rd	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9008	345-814-7600	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2017
0001834899-20-000001	YES	101	0001834899	Sundance Capital Partners, LLC	1800 M STREET NW	SUITE 550 S	WASHINGTON	DC	DISTRICT OF COLUMBIA	20036	(202) 788-8100	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001835444-20-000001	YES	101	0001835444	BayPine Capital Partners Fund I-B, LP	801 BOYLSTON STREET, 4TH FLOOR		BOSTON	MA	MASSACHUSETTS	02116	617-880-7440	DELAWARE							Limited Partnership		withinFiveYears	2020
0001835442-20-000001	YES	101	0001835442	BayPine Capital Partners Fund I-A, LP	801 BOYLSTON STREET, 4TH FLOOR		BOSTON	MA	MASSACHUSETTS	02116	617-880-7440	DELAWARE							Limited Partnership		withinFiveYears	2020
0000950142-20-002751	YES	101	0001478952	Centerbridge Credit Partners TE, L.P.	375 PARK AVENUE	11TH FLOOR	NEW YORK	NY	NEW YORK	10152	212-672-5080	DELAWARE							Limited Partnership		overFiveYears	
0000950142-20-002750	YES	101	0001422713	Centerbridge Credit Partners, L.P.	375 PARK AVENUE	11TH FLOOR	NEW YORK	NY	NEW YORK	10152	212-672-5080	DELAWARE				CENTERBRIDGE CREDIT PARTNERS LP			Limited Partnership		overFiveYears	
0000950142-20-002749	YES	101	0001422685	Centerbridge Credit Partners Offshore, Ltd.	C/O WALKERS CORPORATE LIMITED	27 HOSPITAL ROAD, GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	(345) 814-7600	CAYMAN ISLANDS				CENTERBRIDGE CREDIT PARTNERS OFFSHORE LTD			Corporation		overFiveYears	
0001831459-20-000001	YES	101	0001831459	K2 ILS Fund, Ltd.	Walkers Corporate Limited	Cayman Corporate Centre, 27 Hospital Rd	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9008	345-814-7600	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001493152-20-023374	YES	101	0001058307	ORBSAT CORP	18851 NE 29TH AVENUE, SUITE 700		AVENTURA	FL	FLORIDA	33180	(305) 560-5355	NEVADA				Orbital Tracking Corp.	Great West Resources, Inc.	SILVER HORN MINING LTD.	Corporation		overFiveYears	
0001567619-20-020967	YES	101	0001834854	DXD Self Storage Fund I, LP	C/O DXD SS FUND I GP, LLC	1718 CENTRAL AVENUE SW, SUITE B	ALBUQUERQUE	NM	NEW MEXICO	87104	512-810-0108	DELAWARE							Limited Partnership		withinFiveYears	2020
0001762923-20-000002	YES	101	0001762923	Marble Capital Fund II, L.P.	10000 Memorial Drive	Suite 950	Houston	TX	TEXAS	77024	7138144992	TEXAS							Limited Partnership		withinFiveYears	2018
0000919574-20-007489	YES	101	0001835290	Audentix Healthcare Fund LP	230 PARK AVENUE	3RD FLOOR	NEW YORK	NY	NEW YORK	10169	646-582-9497	DELAWARE							Limited Partnership		withinFiveYears	2020
0000897069-20-000480	YES	101	0001834623	Volatility Arbitrage Access Fund, L.P.	ICAPITAL HF GP, LLC	60 EAST 42ND STREET, 26TH FLOOR	NEW YORK	NY	NEW YORK	10165	(212) 994-7400	DELAWARE							Limited Partnership		withinFiveYears	2020
0001796009-20-000002	YES	101	0001831455	K2 Athena Fund Ltd.	Walkers Corporate Limited	Cayman Corporate Centre, 27 Hospital Rd	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9008	345-814-7600	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2019
0001835961-20-000001	YES	101	0001835961	Powervia Ventures LLC	2401 FOUNTAIN VIEW DR	SUITE 461 #2027	HOUSTON	TX	TEXAS	77057	2818262570	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001405086-20-000386	YES	101	0001835473	MULTI-ADVISOR FUNDS GLOBAL EMERGING MARKETS GROWTH FUND	C/O NORTHERN TRUST INVESTMENTS, INC.	50 SOUTH LASALLE STREET	CHICAGO	IL	ILLINOIS	60603	312-630-6000	DELAWARE							Business Trust		withinFiveYears	2020
0001836108-20-000001	YES	101	0001836108	Invirsa, Inc.	1275 KINNEAR ROAD		COLUMBUS	OH	OHIO	43212	614-715-1860	DELAWARE							Corporation		withinFiveYears	2016
0001835352-20-000001	YES	101	0001835352	Unstack Inc.	1716 CAMBRIDGE STREET, #35		CAMBRIDGE	MA	MASSACHUSETTS	02138	617-275-4019	DELAWARE							Corporation		withinFiveYears	2020
0001834077-20-000001	YES	101	0001834077	Casa Grande I10 Investment, LLC	570 WEST SUNSHINE PLACE		CHANDLER	AZ	ARIZONA	85248	4802007127	ARIZONA							Limited Liability Company		withinFiveYears	2020
0001829947-20-000002	YES	101	0001829947	Moran Tice 20:20 Fund LP	3460 KINGSBORO ROAD	TH6	ATLANTA	GA	GEORGIA	30326	214-676-2289	DELAWARE							Limited Partnership		withinFiveYears	2020
0001796941-20-000002	YES	101	0001796941	ORG BGO Coinvestment LP	221 W 6TH STREET	SUITE 2000	AUSTIN	TX	TEXAS	78701	512-505-4133	DELAWARE							Limited Partnership		withinFiveYears	2019
0001761838-20-000002	YES	101	0001761838	Prescience Point Special Opportunity LP	1670 LOBDELL AVENUE	SUITE 200	BATON ROUGE	LA	LOUISIANA	70806	2253415565	DELAWARE							Limited Partnership		withinFiveYears	2018
0001796684-20-000002	YES	101	0001796684	North Haven Capital Partners VII-A LP	1585 BROADWAY, 39TH FLOOR		NEW YORK	NY	NEW YORK	10036	212-761-7200	DELAWARE							Limited Partnership		withinFiveYears	2019
0001796519-20-000002	YES	101	0001796519	North Haven Capital Partners VII Non-U.S. Wealth Management Partners LP	1585 BROADWAY, 39TH FLOOR		NEW YORK	NY	NEW YORK	10036	212-761-7200	DELAWARE							Limited Partnership		withinFiveYears	2019
0001796009-20-000001	YES	101	0001796009	Synergy Asia Market Neutral Master Fund	Ugland House, South Church Street		Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2019
0001796518-20-000002	YES	101	0001796518	North Haven Capital Partners VII U.S. Wealth Management Partners LP	1585 BROADWAY, 39TH FLOOR		NEW YORK	NY	NEW YORK	10036	212-761-7200	DELAWARE							Limited Partnership		withinFiveYears	2019
0001833646-20-000001	YES	101	0001833646	HT Acorn, L.P.	120 STATE ROUTE 28, UNIT 9		CRYSTAL BAY	NV	NEVADA	89402	415-644-8914	DELAWARE							Limited Partnership		withinFiveYears	2020
0001819319-20-000008	NO	102	0001834113	Imagen Distinctive Dental Support Services, LLC	6320 EAST THOMAS ROAD	SUITE 100	SCOTTSDALE	AZ	ARIZONA	85251	480-590-5701	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001819319-20-000008	YES	101	0001819319	IMAGEN DENTAL PARTNERS, LLC	6320 EAST THOMAS ROAD, SUITE 100		SCOTTSDALE	AZ	ARIZONA	85251	480-590-5701	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001787181-20-000005	YES	101	0001787181	Tanzle, Inc.	215 MT. HERMON ROAD	#E331	SCOTTS VALLEY	CA	CALIFORNIA	95066	4088065696	DELAWARE							Corporation		overFiveYears	
0001836009-20-000001	YES	101	0001836009	Riverwood Shoreline L.P.	70 WILLOW ROAD, SUITE 100		MENLO PARK	CA	CALIFORNIA	94025	610-618-7300	DELAWARE							Limited Partnership		withinFiveYears	2020
0001796517-20-000002	YES	101	0001796517	North Haven Capital Partners VII LP	1585 BROADWAY, 39TH FLOOR		NEW YORK	NY	NEW YORK	10036	212-761-7200	DELAWARE							Limited Partnership		withinFiveYears	2019
0001836124-20-000002	YES	101	0001836124	Burst V, a Series of SH Burst, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001698549-20-000003	YES	101	0001757610	Zyus Life Sciences Inc.	407 DOWNEY RD	SUITE 204	SASKATOON	A9	SASKATCHEWAN, CANADA	S7N4L8	306-651-7711	SASKATCHEWAN, CANADA				CB3 Life Sciences Ltd.			Corporation		withinFiveYears	2018
0001836126-20-000002	YES	101	0001836126	Burst IV, a Series of SH Burst, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001824670-20-000005	YES	101	0001824670	RSK Trading Group, LLC	16215 VILLARREAL DE AVILA		TAMPA	FL	FLORIDA	33613	847-530-2322	FLORIDA							Limited Liability Company		withinFiveYears	2020
0001777119-20-000002	YES	101	0001777119	Golden Teak Capital L.P.	40919 Durillo Dr.		FREMONT	CA	CALIFORNIA	94539	5105805553	DELAWARE							Limited Partnership		withinFiveYears	2019
0001810036-20-000002	YES	101	0001810036	BLR Investors LLC	211 ANASTASIA BLVD.		ST. AUGUSTINE	FL	FLORIDA	32080	904-669-8759	NORTH CAROLINA							Limited Liability Company		withinFiveYears	2020
0001387131-20-010897	YES	101	0001829995	ACP CYBERSECURITY FUND LLC	205 OSER AVENUE		HAUPPAUGE	NY	NEW YORK	11788	631-851-0918	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001836125-20-000002	YES	101	0001836125	CC Fund IV, a series of 500fin, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001836128-20-000002	YES	101	0001836128	LO Fund I, a series of Toy Ventures AL Syndicate, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001387131-20-010895	YES	101	0001829997	ACP AEROSPACE/DEFENSE FUND LLC	205 OSER AVENUE		HAUPPAUGE	NY	NEW YORK	11788	631-851-0918	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001746758-20-000002	YES	101	0001463787	Connecticut Surgery Center, Limited Partnership	55 South Rd.	Suite 100	Farmington	CT	CONNECTICUT	06032	8602475555	CONNECTICUT							Limited Partnership		overFiveYears	
0001836116-20-000001	YES	101	0001836116	IRG Wheatland Holdings LP	180 VARICK STREET	SUITE 1100	NEW YORK	NY	NEW YORK	10014	212.377.0775	DELAWARE							Limited Partnership		withinFiveYears	2020
0001315863-20-000987	YES	101	0001759868	WMA US EQUITY 130/30 OFFSHORE FUND, LTD.	C/O MILLENNIUM INTERNATIONAL MGMT LP	666 FIFTH AVENUE, 8TH FLOOR	NEW YORK	NY	NEW YORK	10103	(212) 841-4100	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company.	withinFiveYears	2018
0001315863-20-000986	YES	101	0001759763	WMA INTERNATIONAL EQUITY 130/30 OFFSHORE FUND, LTD.	C/O MILLENNIUM INTERNATIONAL MGMT LP	666 FIFTH AVENUE	NEW YORK	NY	NEW YORK	10103	(212) 841-4100	CAYMAN ISLANDS							Other	Cayman Island Exempted Company.	withinFiveYears	2018
0001835701-20-000001	YES	101	0001835701	Enalare Therapeutics Inc.	161 HODGE ROAD		PRINCETON	NJ	NEW JERSEY	08540	609-325-7701	DELAWARE	Enalare Therapeutics LLC						Corporation		withinFiveYears	2018
0001835781-20-000001	YES	101	0001835781	Northern Heights II, LLC	705 W 7TH AVENUE	SUITE A3	SPOKANE	WA	WASHINGTON	99204	5092325160	WASHINGTON							Limited Liability Company		withinFiveYears	2020
0001835703-20-000001	YES	101	0001835703	TPEG WM RALEIGH INVESTORS LLC	925 S KIMBALL AVE	SUITE 100	SOUTHLAKE	TX	TEXAS	76092	817-310-2900	TEXAS							Limited Liability Company		withinFiveYears	2020
0001835394-20-000001	YES	101	0001835394	Basis Set Ventures II, L.P.	521 7TH STREET		SAN FRANCISCO	CA	CALIFORNIA	94103	(646) 522-1082	DELAWARE							Limited Partnership		withinFiveYears	2020
0001720900-20-000002	YES	101	0001720900	PO&G Resources Fund, LP	5847 SAN FELIPE, STE. 3200		HOUSTON	TX	TEXAS	77057	713-244-2700	DELAWARE							Limited Partnership		withinFiveYears	2016
0001824566-20-000004	YES	101	0001824566	Rollin' Vets Group Inc.	5353 W. ALABAMA ST.	SUITE 301	HOUSTON	TX	TEXAS	77056	7139873237	DELAWARE							Corporation		withinFiveYears	2020
0001393725-20-000138	YES	101	0001834692	57 Stars Global Opportunity Fund (NYSCRF), L.P.	616 H. STREET, NW	SUITE 450	WASHINGTON	DC	DISTRICT OF COLUMBIA	20001	202-824-1600	DELAWARE							Limited Partnership		withinFiveYears	2020
0001746758-20-000001	YES	101	0001746758	Connecticut Surgical Center, LLC	569 BROOKWOOD VILLAGE	SUITE 901	BIRMINGHAM	AL	ALABAMA	35209	205-545-2734	DELAWARE							Limited Liability Company		overFiveYears	
0001796146-20-000003	YES	101	0001796146	Usha Resources Ltd.	1575 KAMLOOPS STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V5K 3W1	604-251-6320	BRITISH COLUMBIA, CANADA							Corporation		withinFiveYears	2018
0001759914-20-000001	YES	101	0001759914	Conestoga Micro Cap Fund, LP	C/O CONESTOGA CAPITAL ADVISORS, LLC	550 SWEDESFORD ROAD, SUITE 120	WAYNE	PA	PENNSYLVANIA	19087	484-654-1380	DELAWARE							Limited Partnership		withinFiveYears	2018
0001835745-20-000003	YES	101	0001836040	Artes Capital Fund I Manager, LP	821 RIVERROCK CIRCLE		WESTLAKE VILLAGE	CA	CALIFORNIA	91362	805-234-7999	DELAWARE							Limited Partnership		withinFiveYears	2020
0001835745-20-000002	YES	101	0001836041	Artes Capital REIT I, LLC	821 RIVERROCK CIRCLE		WESTLAKE VILLAGE	CA	CALIFORNIA	91362	805-234-7999	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001567619-20-020954	YES	101	0001834987	MSP Racing Investors, L.P.	295 MADISON AVENUE, 18TH FLOOR		NEW YORK	NY	NEW YORK	10017	212-877-1588	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2020
0001836081-20-000002	YES	101	0001836082	BOF II REIT, Inc	111 E. SEGO LILY DRIVE	SUITE 400	SANDY	UT	UTAH	84070	801-716-4553	MARYLAND							Corporation		withinFiveYears	2020
0000899140-20-000557	YES	101	0001781081	Providence Public Offshore Ltd.	50 KENNEDY PLAZA, 18TH FLOOR		PROVIDENCE	RI	RHODE ISLAND	02903	401-751-1700	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2019
0000899140-20-000556	YES	101	0001781083	Providence Public L.P.	50 KENNEDY PLAZA, 18TH FLOOR		PROVIDENCE	RI	RHODE ISLAND	02903	401-751-1700	DELAWARE							Limited Partnership		withinFiveYears	2017
0001836115-20-000002	YES	101	0001836115	SE Fund I, a series of Chaz Flexman SPV, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001835745-20-000001	YES	101	0001835745	Artes Capital Fund I, LLC	821 RIVERROCK CIRCLE		WESTLAKE VILLAGE	CA		91362	805-234-7999	DE							Limited Liability Company		withinFiveYears	2020
0001836081-20-000001	YES	101	0001836081	BDS IV REIT, Inc	111 E. SEGO LILY DRIVE	SUITE 400	SANDY	UT	UTAH	84070	801-716-4553	MARYLAND							Corporation		withinFiveYears	2020
0001567619-20-020951	YES	101	0001634665	Trumid Holdings LLC	1411 Broadway	Suite 2410	NEW YORK	NY	NEW YORK	10018	(212) 618-0300	DELAWARE				TruMid Holdings LLC			Limited Liability Company		overFiveYears	
0001836026-20-000002	YES	101	0001836026	TR Fund II, a series of New Stack Ventures, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001835309-20-000001	YES	101	0001835309	CP Yield Fund, LP	1910 FAIRVIEW AVE E. SUITE 200		SEATTLE	WA	WASHINGTON	98102	206-728-9063	DELAWARE							Limited Partnership		withinFiveYears	2020
0001019056-20-000631	YES	101	0001506732	Active Owners Fund LP	10940 WILSHIRE BOULEVARD	SUITE 1600	LOS ANGELES	CA	CALIFORNIA	90024	310-691-1717	DELAWARE							Limited Partnership		overFiveYears	
0001794159-20-000043	YES	101	0001725439	STRATEGIC VALUE RESTRUCTURING ASP FUND, A SERIES OF ASP, LLC	WELLS FARGO INVESTMENT INSTITUTUE INC.	401 S TRYON STREET	CHARLOTTE	NC	NORTH CAROLINA	28201	704-383-6369	DELAWARE							Limited Liability Company		withinFiveYears	2017
0001835129-20-000001	YES	101	0001835129	Sorenson Ventures II, L.P.	3400 N. ASHTON BOULEVARD, SUITE 400		LEHI	UT	UTAH	84043	(801) 407-8400	DELAWARE							Limited Partnership		withinFiveYears	2020
0001835557-20-000001	YES	101	0001835557	Summerwind Apartments, LLC	888 SOMERSET DRIVE		TOMS RIVER	NJ	NEW JERSEY	08753	732-684-5761	TEXAS							Limited Liability Company		withinFiveYears	2020
0001183740-20-000260	YES	101	0001561180	PETROTEQ ENERGY INC.	15315 W MAGNOLIA BLVD, SUITE 120		SHERMAN OAKS	CA	CALIFORNIA	91403	800-979-1897	ONTARIO, CANADA				MCW Energy Group Ltd	MCW Enterprises Ltd.		Corporation		overFiveYears	
0001829881-20-000003	YES	101	0001829881	Nordic Bear SCSp	26A, BOULEVARD ROYAL		LUXEMBOURG	N4	LUXEMBOURG	L-2449	352 267 326	LUXEMBOURG				Co-Invest Platform (No.6) SCSp			Limited Partnership		withinFiveYears	2020
0001794159-20-000042	YES	101	0001692551	Maverick ASP Fund, a series of the Alternative Strategies Platform, LLC	C/O WELLS FARGO INVESTMENT INSTITUTE INC	401 S. TRYON STREET	CHARLOTTE	NC	NORTH CAROLINA	28202	704-383-6369	DELAWARE							Limited Liability Company		overFiveYears	
0001836080-20-000002	YES	101	0001836080	GG Fund I, a series of Better Capital, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001835651-20-000001	YES	101	0001835651	Treaty Oak Brewing & Distilling Co, LLC	16604 FITZHUGH RD		DRIPPING SPRINGS	TX	TEXAS	78620	954-655-0749	TEXAS							Limited Liability Company		overFiveYears	
0001836025-20-000002	YES	101	0001836025	OX Fund I, a series of Subscribe Ventures, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001836083-20-000002	YES	101	0001836083	NE Fund I, a series of Unpopular VC, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001788518-20-000002	YES	101	0001788518	BC European Capital X - Aston Co-Investment (1) LP	FLOOR 2, TRAFALGAR COURT	LES BANQUES	ST. PETER PORT	Y7	GUERNSEY	GY1 4LY	44 1481 742742	GUERNSEY							Limited Partnership		withinFiveYears	2019
0001835470-20-000001	YES	101	0001835470	NFN8 Media, LLC	11615 ANGUS RAOD	SUITE 104C	AUSTIN	TX	TEXAS	78759	5129142611	TEXAS							Limited Liability Company		overFiveYears	
0001836079-20-000002	YES	101	0001836079	TU Fund I, a series of DV Deals, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001824005-20-000001	YES	101	0001824005	BBH Global Funds, LLC - BBH Structured Fixed Income Fund	140 BROADWAY		NEW YORK	NY	NEW YORK	10005	212-493-8225	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001487217-20-000001	YES	101	0001487217	Global Emerging Markets ESG Fund	UGLAND HOUSE PO BOX 309	SOUTH CHURCH STREET	GEORGE TOWN	E9	CAYMAN ISLANDS	KY1-1104	00 1 345 814 5401	CAYMAN ISLANDS				F&C Commingled Fund II Ltd			Corporation		overFiveYears	
0001794159-20-000041	YES	101	0001762501	Fundsmith Sustainable Equity Fund, L.P.	46 SOUTHFIELD AVE SUITE 205		STAMFORD	CT	CONNECTICUT	06902	203-594-1863	DELAWARE							Limited Partnership		withinFiveYears	2018
0001786263-20-000002	YES	101	0001786263	Sisterdale Distilling Co.	3733 WESTHEIMER RD STE 1038		HOUSTON	TX	TEXAS	77027	7134708286	DELAWARE							Corporation		withinFiveYears	2019
0000806279-20-000045	YES	101	0000806279	CODORUS VALLEY BANCORP INC	CODORUS VALLEY CORPORATE CENTER	105 LEADER HEIGHTS ROAD	YORK	PA	PENNSYLVANIA	17403	717-846-1970	PENNSYLVANIA							Corporation		overFiveYears	
0001677095-20-000001	YES	101	0001677095	South LaSalle International Equities Trust	115 SOUTH LASALLE STREET, 11TH FLOOR		CHICAGO	IL	ILLINOIS	60603	312-461-5370	NEW HAMPSHIRE				PYRFORD INTERNATIONAL TRUST			Other	Investment Trust	overFiveYears	
0001836027-20-000002	YES	101	0001836027	ON Gaingels Fund I, a series of AngelList-GP-Funds-I, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001757366-20-000006	YES	101	0001757366	GI ALLIANCE HOLDINGS, LLC	300 NORTH LASALLE STREET, SUITE 4900		CHICAGO	IL	ILLINOIS	60654	312-676-8400	DELAWARE							Limited Liability Company		withinFiveYears	2018
0001761285-20-000001	YES	101	0001761285	UVE Partners LLC	C/O 1270 CAPITAL LLC	689 FIFTH AVENUE, 12TH FLOOR	NEW YORK	NY	NEW YORK	10022	(212) 600-8245	DELAWARE							Limited Liability Company		overFiveYears	
0001437749-20-025170	YES	101	0001826398	Compute North Holdings Inc.	7575 Corporate Way		Eden Prairie	MN	MINNESOTA	55344	952-279-0550	DELAWARE	Compute North, LLC			Compute North LLC			Corporation		withinFiveYears	2017
